# Selection : faceZone(f0)
# Faces  :    8
# Area   :    1.063860e-02
# Time        	areaAverage(zeta)
12.86         	(0.000000e+00 3.672362e-03 0.000000e+00)
12.864        	(0.000000e+00 3.790782e-03 0.000000e+00)
12.868        	(0.000000e+00 3.906723e-03 0.000000e+00)
12.872        	(0.000000e+00 4.020111e-03 0.000000e+00)
12.876        	(0.000000e+00 4.130874e-03 0.000000e+00)
12.88         	(0.000000e+00 4.238939e-03 0.000000e+00)
12.884        	(0.000000e+00 4.344241e-03 0.000000e+00)
12.888        	(0.000000e+00 4.446714e-03 0.000000e+00)
12.892        	(0.000000e+00 4.546296e-03 0.000000e+00)
12.896        	(0.000000e+00 4.642926e-03 0.000000e+00)
12.9          	(0.000000e+00 4.736546e-03 0.000000e+00)
12.904        	(0.000000e+00 4.827104e-03 0.000000e+00)
12.908        	(0.000000e+00 4.914543e-03 0.000000e+00)
12.912        	(0.000000e+00 4.998813e-03 0.000000e+00)
12.916        	(0.000000e+00 5.079865e-03 0.000000e+00)
12.92         	(0.000000e+00 5.157652e-03 0.000000e+00)
12.924        	(0.000000e+00 5.232130e-03 0.000000e+00)
12.928        	(0.000000e+00 5.303239e-03 0.000000e+00)
12.932        	(0.000000e+00 5.370922e-03 0.000000e+00)
12.936        	(0.000000e+00 5.435132e-03 0.000000e+00)
12.94         	(0.000000e+00 5.495844e-03 0.000000e+00)
12.944        	(0.000000e+00 5.553024e-03 0.000000e+00)
12.948        	(0.000000e+00 5.606637e-03 0.000000e+00)
12.952        	(0.000000e+00 5.656651e-03 0.000000e+00)
12.956        	(0.000000e+00 5.703040e-03 0.000000e+00)
12.96         	(0.000000e+00 5.745769e-03 0.000000e+00)
12.964        	(0.000000e+00 5.784817e-03 0.000000e+00)
12.968        	(0.000000e+00 5.820160e-03 0.000000e+00)
12.972        	(0.000000e+00 5.851813e-03 0.000000e+00)
12.976        	(0.000000e+00 5.879745e-03 0.000000e+00)
12.98         	(0.000000e+00 5.903914e-03 0.000000e+00)
12.984        	(0.000000e+00 5.924334e-03 0.000000e+00)
12.988        	(0.000000e+00 5.940953e-03 0.000000e+00)
12.992        	(0.000000e+00 5.953778e-03 0.000000e+00)
12.996        	(0.000000e+00 5.962797e-03 0.000000e+00)
13            	(0.000000e+00 5.968014e-03 0.000000e+00)
13.004        	(0.000000e+00 5.969420e-03 0.000000e+00)
13.008        	(0.000000e+00 5.967031e-03 0.000000e+00)
13.012        	(0.000000e+00 5.960844e-03 0.000000e+00)
13.016        	(0.000000e+00 5.950848e-03 0.000000e+00)
13.02         	(0.000000e+00 5.937080e-03 0.000000e+00)
13.024        	(0.000000e+00 5.919532e-03 0.000000e+00)
13.028        	(0.000000e+00 5.898251e-03 0.000000e+00)
13.032        	(0.000000e+00 5.873246e-03 0.000000e+00)
13.036        	(0.000000e+00 5.844450e-03 0.000000e+00)
13.04         	(0.000000e+00 5.811884e-03 0.000000e+00)
13.044        	(0.000000e+00 5.775555e-03 0.000000e+00)
13.048        	(0.000000e+00 5.735532e-03 0.000000e+00)
13.052        	(0.000000e+00 5.691801e-03 0.000000e+00)
13.056        	(0.000000e+00 5.644423e-03 0.000000e+00)
13.06         	(0.000000e+00 5.593437e-03 0.000000e+00)
13.064        	(0.000000e+00 5.538867e-03 0.000000e+00)
13.068        	(0.000000e+00 5.480747e-03 0.000000e+00)
13.072        	(0.000000e+00 5.419117e-03 0.000000e+00)
13.076        	(0.000000e+00 5.354015e-03 0.000000e+00)
13.08         	(0.000000e+00 5.285478e-03 0.000000e+00)
13.084        	(0.000000e+00 5.213550e-03 0.000000e+00)
13.088        	(0.000000e+00 5.138276e-03 0.000000e+00)
13.092        	(0.000000e+00 5.059710e-03 0.000000e+00)
13.096        	(0.000000e+00 4.977900e-03 0.000000e+00)
13.1          	(0.000000e+00 4.892897e-03 0.000000e+00)
13.104        	(0.000000e+00 4.804756e-03 0.000000e+00)
13.108        	(0.000000e+00 4.713533e-03 0.000000e+00)
13.112        	(0.000000e+00 4.619287e-03 0.000000e+00)
13.116        	(0.000000e+00 4.522078e-03 0.000000e+00)
13.12         	(0.000000e+00 4.421967e-03 0.000000e+00)
13.124        	(0.000000e+00 4.319018e-03 0.000000e+00)
13.128        	(0.000000e+00 4.213297e-03 0.000000e+00)
13.132        	(0.000000e+00 4.104870e-03 0.000000e+00)
13.136        	(0.000000e+00 3.993808e-03 0.000000e+00)
13.14         	(0.000000e+00 3.880179e-03 0.000000e+00)
13.144        	(0.000000e+00 3.764057e-03 0.000000e+00)
13.148        	(0.000000e+00 3.645515e-03 0.000000e+00)
13.152        	(0.000000e+00 3.524628e-03 0.000000e+00)
13.156        	(0.000000e+00 3.401474e-03 0.000000e+00)
13.16         	(0.000000e+00 3.276130e-03 0.000000e+00)
13.164        	(0.000000e+00 3.148676e-03 0.000000e+00)
13.168        	(0.000000e+00 3.019193e-03 0.000000e+00)
13.172        	(0.000000e+00 2.887763e-03 0.000000e+00)
13.176        	(0.000000e+00 2.754470e-03 0.000000e+00)
13.18         	(0.000000e+00 2.619398e-03 0.000000e+00)
13.184        	(0.000000e+00 2.482633e-03 0.000000e+00)
13.188        	(0.000000e+00 2.344262e-03 0.000000e+00)
13.192        	(0.000000e+00 2.204373e-03 0.000000e+00)
13.196        	(0.000000e+00 2.063054e-03 0.000000e+00)
13.2          	(0.000000e+00 1.920396e-03 0.000000e+00)
13.204        	(0.000000e+00 1.776489e-03 0.000000e+00)
13.208        	(0.000000e+00 1.631424e-03 0.000000e+00)
13.212        	(0.000000e+00 1.485294e-03 0.000000e+00)
13.216        	(0.000000e+00 1.338191e-03 0.000000e+00)
13.22         	(0.000000e+00 1.190208e-03 0.000000e+00)
13.224        	(0.000000e+00 1.041441e-03 0.000000e+00)
13.228        	(0.000000e+00 8.919823e-04 0.000000e+00)
13.232        	(0.000000e+00 7.419282e-04 0.000000e+00)
13.236        	(0.000000e+00 5.913738e-04 0.000000e+00)
13.24         	(0.000000e+00 4.404147e-04 0.000000e+00)
13.244        	(0.000000e+00 2.891469e-04 0.000000e+00)
13.248        	(0.000000e+00 1.376665e-04 0.000000e+00)
13.252        	(0.000000e+00 -1.393024e-05 0.000000e+00)
13.256        	(0.000000e+00 -1.655468e-04 0.000000e+00)
13.26         	(0.000000e+00 -3.170869e-04 0.000000e+00)
13.264        	(0.000000e+00 -4.684542e-04 0.000000e+00)
13.268        	(0.000000e+00 -6.195523e-04 0.000000e+00)
13.272        	(0.000000e+00 -7.702852e-04 0.000000e+00)
13.276        	(0.000000e+00 -9.205569e-04 0.000000e+00)
13.28         	(0.000000e+00 -1.070272e-03 0.000000e+00)
13.284        	(0.000000e+00 -1.219334e-03 0.000000e+00)
13.288        	(0.000000e+00 -1.367650e-03 0.000000e+00)
13.292        	(0.000000e+00 -1.515124e-03 0.000000e+00)
13.296        	(0.000000e+00 -1.661663e-03 0.000000e+00)
13.3          	(0.000000e+00 -1.807173e-03 0.000000e+00)
13.304        	(0.000000e+00 -1.951561e-03 0.000000e+00)
13.308        	(0.000000e+00 -2.094736e-03 0.000000e+00)
13.312        	(0.000000e+00 -2.236607e-03 0.000000e+00)
13.316        	(0.000000e+00 -2.377083e-03 0.000000e+00)
13.32         	(0.000000e+00 -2.516074e-03 0.000000e+00)
13.324        	(0.000000e+00 -2.653491e-03 0.000000e+00)
13.328        	(0.000000e+00 -2.789246e-03 0.000000e+00)
13.332        	(0.000000e+00 -2.923254e-03 0.000000e+00)
13.336        	(0.000000e+00 -3.055427e-03 0.000000e+00)
13.34         	(0.000000e+00 -3.185682e-03 0.000000e+00)
13.344        	(0.000000e+00 -3.313936e-03 0.000000e+00)
13.348        	(0.000000e+00 -3.440107e-03 0.000000e+00)
13.352        	(0.000000e+00 -3.564114e-03 0.000000e+00)
13.356        	(0.000000e+00 -3.685880e-03 0.000000e+00)
13.36         	(0.000000e+00 -3.805323e-03 0.000000e+00)
13.364        	(0.000000e+00 -3.922368e-03 0.000000e+00)
13.368        	(0.000000e+00 -4.036938e-03 0.000000e+00)
13.372        	(0.000000e+00 -4.148963e-03 0.000000e+00)
13.376        	(0.000000e+00 -4.258368e-03 0.000000e+00)
13.38         	(0.000000e+00 -4.365083e-03 0.000000e+00)
13.384        	(0.000000e+00 -4.469041e-03 0.000000e+00)
13.388        	(0.000000e+00 -4.570173e-03 0.000000e+00)
13.392        	(0.000000e+00 -4.668416e-03 0.000000e+00)
13.396        	(0.000000e+00 -4.763705e-03 0.000000e+00)
13.4          	(0.000000e+00 -4.855980e-03 0.000000e+00)
13.404        	(0.000000e+00 -4.945182e-03 0.000000e+00)
13.408        	(0.000000e+00 -5.031254e-03 0.000000e+00)
13.412        	(0.000000e+00 -5.114142e-03 0.000000e+00)
13.416        	(0.000000e+00 -5.193793e-03 0.000000e+00)
13.42         	(0.000000e+00 -5.270154e-03 0.000000e+00)
13.424        	(0.000000e+00 -5.343177e-03 0.000000e+00)
13.428        	(0.000000e+00 -5.412820e-03 0.000000e+00)
13.432        	(0.000000e+00 -5.479038e-03 0.000000e+00)
13.436        	(0.000000e+00 -5.541788e-03 0.000000e+00)
13.44         	(0.000000e+00 -5.601022e-03 0.000000e+00)
13.444        	(0.000000e+00 -5.656714e-03 0.000000e+00)
13.448        	(0.000000e+00 -5.708862e-03 0.000000e+00)
13.452        	(0.000000e+00 -5.757390e-03 0.000000e+00)
13.456        	(0.000000e+00 -5.802278e-03 0.000000e+00)
13.46         	(0.000000e+00 -5.843494e-03 0.000000e+00)
13.464        	(0.000000e+00 -5.881013e-03 0.000000e+00)
13.468        	(0.000000e+00 -5.914825e-03 0.000000e+00)
13.472        	(0.000000e+00 -5.944904e-03 0.000000e+00)
13.476        	(0.000000e+00 -5.971233e-03 0.000000e+00)
13.48         	(0.000000e+00 -5.993807e-03 0.000000e+00)
13.484        	(0.000000e+00 -6.012635e-03 0.000000e+00)
13.488        	(0.000000e+00 -6.027708e-03 0.000000e+00)
13.492        	(0.000000e+00 -6.038965e-03 0.000000e+00)
13.496        	(0.000000e+00 -6.046427e-03 0.000000e+00)
13.5          	(0.000000e+00 -6.050066e-03 0.000000e+00)
13.504        	(0.000000e+00 -6.049877e-03 0.000000e+00)
13.508        	(0.000000e+00 -6.045849e-03 0.000000e+00)
13.512        	(0.000000e+00 -6.038006e-03 0.000000e+00)
13.516        	(0.000000e+00 -6.026347e-03 0.000000e+00)
13.52         	(0.000000e+00 -6.010870e-03 0.000000e+00)
13.524        	(0.000000e+00 -5.991571e-03 0.000000e+00)
13.528        	(0.000000e+00 -5.968490e-03 0.000000e+00)
13.532        	(0.000000e+00 -5.941639e-03 0.000000e+00)
13.536        	(0.000000e+00 -5.911036e-03 0.000000e+00)
13.54         	(0.000000e+00 -5.876690e-03 0.000000e+00)
13.544        	(0.000000e+00 -5.838596e-03 0.000000e+00)
13.548        	(0.000000e+00 -5.796786e-03 0.000000e+00)
13.552        	(0.000000e+00 -5.751318e-03 0.000000e+00)
13.556        	(0.000000e+00 -5.702219e-03 0.000000e+00)
13.56         	(0.000000e+00 -5.649513e-03 0.000000e+00)
13.564        	(0.000000e+00 -5.593218e-03 0.000000e+00)
13.568        	(0.000000e+00 -5.533357e-03 0.000000e+00)
13.572        	(0.000000e+00 -5.469951e-03 0.000000e+00)
13.576        	(0.000000e+00 -5.403059e-03 0.000000e+00)
13.58         	(0.000000e+00 -5.332726e-03 0.000000e+00)
13.584        	(0.000000e+00 -5.258999e-03 0.000000e+00)
13.588        	(0.000000e+00 -5.181926e-03 0.000000e+00)
13.592        	(0.000000e+00 -5.101558e-03 0.000000e+00)
13.596        	(0.000000e+00 -5.017948e-03 0.000000e+00)
13.6          	(0.000000e+00 -4.931148e-03 0.000000e+00)
13.604        	(0.000000e+00 -4.841215e-03 0.000000e+00)
13.608        	(0.000000e+00 -4.748207e-03 0.000000e+00)
13.612        	(0.000000e+00 -4.652197e-03 0.000000e+00)
13.616        	(0.000000e+00 -4.553249e-03 0.000000e+00)
13.62         	(0.000000e+00 -4.451423e-03 0.000000e+00)
13.624        	(0.000000e+00 -4.346785e-03 0.000000e+00)
13.628        	(0.000000e+00 -4.239403e-03 0.000000e+00)
13.632        	(0.000000e+00 -4.129347e-03 0.000000e+00)
13.636        	(0.000000e+00 -4.016687e-03 0.000000e+00)
13.64         	(0.000000e+00 -3.901495e-03 0.000000e+00)
13.644        	(0.000000e+00 -3.783847e-03 0.000000e+00)
13.648        	(0.000000e+00 -3.663818e-03 0.000000e+00)
13.652        	(0.000000e+00 -3.541487e-03 0.000000e+00)
13.656        	(0.000000e+00 -3.416931e-03 0.000000e+00)
13.66         	(0.000000e+00 -3.290232e-03 0.000000e+00)
13.664        	(0.000000e+00 -3.161470e-03 0.000000e+00)
13.668        	(0.000000e+00 -3.030729e-03 0.000000e+00)
13.672        	(0.000000e+00 -2.898091e-03 0.000000e+00)
13.676        	(0.000000e+00 -2.763647e-03 0.000000e+00)
13.68         	(0.000000e+00 -2.627486e-03 0.000000e+00)
13.684        	(0.000000e+00 -2.489693e-03 0.000000e+00)
13.688        	(0.000000e+00 -2.350357e-03 0.000000e+00)
13.692        	(0.000000e+00 -2.209567e-03 0.000000e+00)
13.696        	(0.000000e+00 -2.067414e-03 0.000000e+00)
13.7          	(0.000000e+00 -1.923988e-03 0.000000e+00)
13.704        	(0.000000e+00 -1.779382e-03 0.000000e+00)
13.708        	(0.000000e+00 -1.633688e-03 0.000000e+00)
13.712        	(0.000000e+00 -1.486999e-03 0.000000e+00)
13.716        	(0.000000e+00 -1.339410e-03 0.000000e+00)
13.72         	(0.000000e+00 -1.191013e-03 0.000000e+00)
13.724        	(0.000000e+00 -1.041906e-03 0.000000e+00)
13.728        	(0.000000e+00 -8.921813e-04 0.000000e+00)
13.732        	(0.000000e+00 -7.419360e-04 0.000000e+00)
13.736        	(0.000000e+00 -5.912655e-04 0.000000e+00)
13.74         	(0.000000e+00 -4.402660e-04 0.000000e+00)
13.744        	(0.000000e+00 -2.890336e-04 0.000000e+00)
13.748        	(0.000000e+00 -1.376648e-04 0.000000e+00)
13.752        	(0.000000e+00 1.374428e-05 0.000000e+00)
13.756        	(0.000000e+00 1.650973e-04 0.000000e+00)
13.76         	(0.000000e+00 3.162980e-04 0.000000e+00)
13.764        	(0.000000e+00 4.672505e-04 0.000000e+00)
13.768        	(0.000000e+00 6.178589e-04 0.000000e+00)
13.772        	(0.000000e+00 7.680277e-04 0.000000e+00)
13.776        	(0.000000e+00 9.176616e-04 0.000000e+00)
13.78         	(0.000000e+00 1.066666e-03 0.000000e+00)
13.784        	(0.000000e+00 1.214947e-03 0.000000e+00)
13.788        	(0.000000e+00 1.362409e-03 0.000000e+00)
13.792        	(0.000000e+00 1.508961e-03 0.000000e+00)
13.796        	(0.000000e+00 1.654507e-03 0.000000e+00)
13.8          	(0.000000e+00 1.798956e-03 0.000000e+00)
13.804        	(0.000000e+00 1.942213e-03 0.000000e+00)
13.808        	(0.000000e+00 2.084192e-03 0.000000e+00)
13.812        	(0.000000e+00 2.224804e-03 0.000000e+00)
13.816        	(0.000000e+00 2.363961e-03 0.000000e+00)
13.82         	(0.000000e+00 2.501574e-03 0.000000e+00)
13.824        	(0.000000e+00 2.637558e-03 0.000000e+00)
13.828        	(0.000000e+00 2.771826e-03 0.000000e+00)
13.832        	(0.000000e+00 2.904295e-03 0.000000e+00)
13.836        	(0.000000e+00 3.034880e-03 0.000000e+00)
13.84         	(0.000000e+00 3.163498e-03 0.000000e+00)
13.844        	(0.000000e+00 3.290066e-03 0.000000e+00)
13.848        	(0.000000e+00 3.414502e-03 0.000000e+00)
13.852        	(0.000000e+00 3.536729e-03 0.000000e+00)
13.856        	(0.000000e+00 3.656677e-03 0.000000e+00)
13.86         	(0.000000e+00 3.774269e-03 0.000000e+00)
13.864        	(0.000000e+00 3.889428e-03 0.000000e+00)
13.868        	(0.000000e+00 4.002081e-03 0.000000e+00)
13.872        	(0.000000e+00 4.112157e-03 0.000000e+00)
13.876        	(0.000000e+00 4.219583e-03 0.000000e+00)
13.88         	(0.000000e+00 4.324290e-03 0.000000e+00)
13.884        	(0.000000e+00 4.426214e-03 0.000000e+00)
13.888        	(0.000000e+00 4.525293e-03 0.000000e+00)
13.892        	(0.000000e+00 4.621463e-03 0.000000e+00)
13.896        	(0.000000e+00 4.714664e-03 0.000000e+00)
13.9          	(0.000000e+00 4.804840e-03 0.000000e+00)
13.904        	(0.000000e+00 4.891941e-03 0.000000e+00)
13.908        	(0.000000e+00 4.975913e-03 0.000000e+00)
13.912        	(0.000000e+00 5.056704e-03 0.000000e+00)
13.916        	(0.000000e+00 5.134277e-03 0.000000e+00)
13.92         	(0.000000e+00 5.208591e-03 0.000000e+00)
13.924        	(0.000000e+00 5.279567e-03 0.000000e+00)
13.928        	(0.000000e+00 5.347152e-03 0.000000e+00)
13.932        	(0.000000e+00 5.411308e-03 0.000000e+00)
13.936        	(0.000000e+00 5.472001e-03 0.000000e+00)
13.94         	(0.000000e+00 5.529192e-03 0.000000e+00)
13.944        	(0.000000e+00 5.582855e-03 0.000000e+00)
13.948        	(0.000000e+00 5.632960e-03 0.000000e+00)
13.952        	(0.000000e+00 5.679467e-03 0.000000e+00)
13.956        	(0.000000e+00 5.722350e-03 0.000000e+00)
13.96         	(0.000000e+00 5.761576e-03 0.000000e+00)
13.964        	(0.000000e+00 5.797147e-03 0.000000e+00)
13.968        	(0.000000e+00 5.829032e-03 0.000000e+00)
13.972        	(0.000000e+00 5.857210e-03 0.000000e+00)
13.976        	(0.000000e+00 5.881675e-03 0.000000e+00)
13.98         	(0.000000e+00 5.902408e-03 0.000000e+00)
13.984        	(0.000000e+00 5.919370e-03 0.000000e+00)
13.988        	(0.000000e+00 5.932571e-03 0.000000e+00)
13.992        	(0.000000e+00 5.942010e-03 0.000000e+00)
13.996        	(0.000000e+00 5.947659e-03 0.000000e+00)
14            	(0.000000e+00 5.949524e-03 0.000000e+00)
14.004        	(0.000000e+00 5.947607e-03 0.000000e+00)
14.008        	(0.000000e+00 5.941900e-03 0.000000e+00)
14.012        	(0.000000e+00 5.932405e-03 0.000000e+00)
14.016        	(0.000000e+00 5.919153e-03 0.000000e+00)
14.02         	(0.000000e+00 5.902127e-03 0.000000e+00)
14.024        	(0.000000e+00 5.881358e-03 0.000000e+00)
14.028        	(0.000000e+00 5.856898e-03 0.000000e+00)
14.032        	(0.000000e+00 5.828733e-03 0.000000e+00)
14.036        	(0.000000e+00 5.796800e-03 0.000000e+00)
14.04         	(0.000000e+00 5.761133e-03 0.000000e+00)
14.044        	(0.000000e+00 5.721741e-03 0.000000e+00)
14.048        	(0.000000e+00 5.678671e-03 0.000000e+00)
14.052        	(0.000000e+00 5.631939e-03 0.000000e+00)
14.056        	(0.000000e+00 5.581582e-03 0.000000e+00)
14.06         	(0.000000e+00 5.527659e-03 0.000000e+00)
14.064        	(0.000000e+00 5.470189e-03 0.000000e+00)
14.068        	(0.000000e+00 5.409206e-03 0.000000e+00)
14.072        	(0.000000e+00 5.344753e-03 0.000000e+00)
14.076        	(0.000000e+00 5.276869e-03 0.000000e+00)
14.08         	(0.000000e+00 5.205592e-03 0.000000e+00)
14.084        	(0.000000e+00 5.130967e-03 0.000000e+00)
14.088        	(0.000000e+00 5.053040e-03 0.000000e+00)
14.092        	(0.000000e+00 4.971864e-03 0.000000e+00)
14.096        	(0.000000e+00 4.887488e-03 0.000000e+00)
14.1          	(0.000000e+00 4.799965e-03 0.000000e+00)
14.104        	(0.000000e+00 4.709351e-03 0.000000e+00)
14.108        	(0.000000e+00 4.615702e-03 0.000000e+00)
14.112        	(0.000000e+00 4.519078e-03 0.000000e+00)
14.116        	(0.000000e+00 4.419539e-03 0.000000e+00)
14.12         	(0.000000e+00 4.317147e-03 0.000000e+00)
14.124        	(0.000000e+00 4.211969e-03 0.000000e+00)
14.128        	(0.000000e+00 4.104069e-03 0.000000e+00)
14.132        	(0.000000e+00 3.993516e-03 0.000000e+00)
14.136        	(0.000000e+00 3.880379e-03 0.000000e+00)
14.14         	(0.000000e+00 3.764730e-03 0.000000e+00)
14.144        	(0.000000e+00 3.646641e-03 0.000000e+00)
14.148        	(0.000000e+00 3.526187e-03 0.000000e+00)
14.152        	(0.000000e+00 3.403444e-03 0.000000e+00)
14.156        	(0.000000e+00 3.278489e-03 0.000000e+00)
14.16         	(0.000000e+00 3.151401e-03 0.000000e+00)
14.164        	(0.000000e+00 3.022260e-03 0.000000e+00)
14.168        	(0.000000e+00 2.891148e-03 0.000000e+00)
14.172        	(0.000000e+00 2.758147e-03 0.000000e+00)
14.176        	(0.000000e+00 2.623341e-03 0.000000e+00)
14.18         	(0.000000e+00 2.486815e-03 0.000000e+00)
14.184        	(0.000000e+00 2.348656e-03 0.000000e+00)
14.188        	(0.000000e+00 2.208950e-03 0.000000e+00)
14.192        	(0.000000e+00 2.067786e-03 0.000000e+00)
14.196        	(0.000000e+00 1.925253e-03 0.000000e+00)
14.2          	(0.000000e+00 1.781442e-03 0.000000e+00)
14.204        	(0.000000e+00 1.636442e-03 0.000000e+00)
14.208        	(0.000000e+00 1.490345e-03 0.000000e+00)
14.212        	(0.000000e+00 1.343244e-03 0.000000e+00)
14.216        	(0.000000e+00 1.195233e-03 0.000000e+00)
14.22         	(0.000000e+00 1.046404e-03 0.000000e+00)
14.224        	(0.000000e+00 8.968512e-04 0.000000e+00)
14.228        	(0.000000e+00 7.466702e-04 0.000000e+00)
14.232        	(0.000000e+00 5.959556e-04 0.000000e+00)
14.236        	(0.000000e+00 4.448028e-04 0.000000e+00)
14.24         	(0.000000e+00 2.933076e-04 0.000000e+00)
14.244        	(0.000000e+00 1.415662e-04 0.000000e+00)
14.248        	(0.000000e+00 -1.032538e-05 0.000000e+00)
14.252        	(0.000000e+00 -1.622709e-04 0.000000e+00)
14.256        	(0.000000e+00 -3.141740e-04 0.000000e+00)
14.26         	(0.000000e+00 -4.659384e-04 0.000000e+00)
14.264        	(0.000000e+00 -6.174678e-04 0.000000e+00)
14.268        	(0.000000e+00 -7.686659e-04 0.000000e+00)
14.272        	(0.000000e+00 -9.194368e-04 0.000000e+00)
14.276        	(0.000000e+00 -1.069685e-03 0.000000e+00)
14.28         	(0.000000e+00 -1.219314e-03 0.000000e+00)
